ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,has_commentary,summary_en,summary_zh,bullet_points_en,bullet_points_zh,sources,evidence,model,prompt_version,created_at,status,error,keep_drop,my_edit_en,my_edit_zh,notes
#NAME?, p_index=2: Explicitly interprets 1 Cor 6:20: bought at great cost, establishing God’s claim to believers’ obedience; not intended to specify to whom the ransom was paid.,,,,,,,,,,,,,,,,,,,,
  pcred | https://www.biblicaltheology.org/pcred.pdf,,,,,,,,,,,,,,,,,,,,,,
  a view to the redemption of God’s own possession. And in 4:30 the readers are said to have been sealed in the Holy Spirit of God unto the day of redemption. The Holy Spirit marks them as God’s property, which he will reclaim at the end. It is not possible to determine whether in the instances quoted the apostle, besides implying the notion of “recovery,” also means to imply the further thought that this recovery rests on the legal basis of the payment of a ransom price. In the other passages," ho …""",gpt-5,v1,2025-12-16T06:27:18-05:00,ok,,,,,,,,,,,,,,
1Cor 7:26,1Cor,7,26,26,,因現今的艱難，據我看來，人不如守素安常纔好。,1,"The paragraph links 1 Corinthians 7:26 (“the present distress”) to the Jewish concept of the Messianic woes—birth pangs that precede the new age—and says the NT applies this to Christ’s parousia. Thus, Paul’s counsel is framed by an expectation of imminent tribulation as a precursor to the end.",该段将哥林多前书7:26的“现今的艰难”与犹太传统中的“弥赛亚的产难”（末世来临前的患难）相连，并指出新约把此概念应用到基督的再临。因此，保罗的劝勉是基于对临近末世患难的预期。,"[""“Woes of the Messiah” (birth pangs) are a Jewish concept transferred in the NT to Christ’s parousia."", ""These woes function as signs preceding the end (wars, earthquakes, famines, tribulations)."", ""1 Corinthians 7:26 probably alludes to these woes via the phrase “present distress.”"", ""Paul’s advice to remain as one is reflects an eschatological awareness of impending tribulation.""]","[""“弥赛亚的产难”是犹太传统概念，新约将其应用于基督再临。"", ""这些“患难/产难”作为末世先兆（战争、地震、饥荒、大患难等）。"", ""哥林多前书7:26的“现今的艰难”很可能是对这些末世患难的暗指。"", ""保罗劝人“守素安常”与临近患难的末世意识相关。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=168, p_index=12: Explicitly states that there are probable allusions to the Messianic woes in 1 Corinthians 7:26, framing it within signs preceding the parousia.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  2. Signs Preceding the Parousia: The parousia is preceded by certain signs heralding its approach. Judaism, on the basis of the Old Testament, had worked out the doctrine of “the woes of the Messiah,” chebhele ha-mashiach, the calamities and afflictions attendant upon the close of the present and the beginning of the coming age being interpreted as birth pains of the latter. This is transferred in the New Testament to the parousia of Christ. The phrase occurs only in Matthew 24:8; Mark 13:8," the …""",gpt-5,v1,2025-12-16T06:27:51-05:00,ok,,,,,,,,,,,,,
1Cor 7:31,1Cor,7,31,31,,用世物的，要像不用世物，因為這世界的樣子將要過去了。,1,"The verse is used to support that the present form of this world is passing away as part of eschatological “regeneration.” This does not teach annihilation of creation but its transformation/renewal. In the consummation, the redeemed dwell centrally in heaven, while a renewed earth remains accessible and part of their inheritance.",此处将林前7:31用作证据，说明“现今世界的样子将要过去”是末世性“更新/再生”的一部分。这并非教导受造界被消灭，而是被更新转化。成全之时，得赎者以天上为主要居所，同时更新后的地仍可进入并成为产业的一部分。,"[""1 Corinthians 7:31 is cited among texts teaching the eschatological ‘regeneration’ in which the present world-order is passing away."", ""The passing away does not imply annihilation of the world’s substance, but its transformation/renewal."", ""The redeemed’s central abode will be in heaven, with the renewed earth remaining accessible and part of their inheritance.""]","[""林前7:31被列入见证末世“更新/再生”的经文，说明现今世界的样式正在过去。"", ""这种“过去”并非受造界本质的消灭，而是更新与转化。"", ""得赎者最终以天上为中心的居所，同时更新的地仍可进入并属于其产业。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=195, p_index=39: Lists 1 Corinthians 7:31 among passages describing eschatological regeneration and the world’s passing form.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  by the eschatological palingenesia “regeneration” (Matthew 5:18; 19:28; 24:35; 1 Corinthians 7:31; Hebrews 1:12; 12:26, 27; 2 Peter 3:10; 1 John 2:17; Revelation 21:1, in which last passage, however, some exegetes understand the city to be a symbol of the church, the people of God). An annihilation of the substance of the present world is not taught (compare the comparison of the future worldconflagration with the Deluge in 2 Peter 3:6). The central abode of the redeemed will be in heaven," altho …""",gpt-5,v1,2025-12-16T06:28:33-05:00,ok,,,,,,,,,,,,
1Cor 7:39,1Cor,7,39,39,,丈夫活着的時候，妻子是被約束的；丈夫若死了，妻子就可以自由，隨意再嫁，只是要嫁這在主裏面的人。,1,"The paragraph cites 1 Corinthians 7:39 as an instance where death is described as “falling asleep.” It argues this “sleep” language is a figurative New Testament usage, especially in Paul, applied to believers. It does not teach soul-unconsciousness: the ‘sleep’ is predicated of the person relative to earthly life, not of the spirit in the intermediate state. Thus, in 7:39 the husband’s “falling asleep” simply means he has died, without implying the dead are unconscious.",该段以林前7:39为“以睡眠表述死亡”的例证。指出新约（尤其保罗）将“睡了”作为比喻性用语，多用于信徒身上，并不意味着灵魂无知觉；“睡了”是指人对现世生活不再有联系，而非灵魂在中间状态中昏睡。因此，林前7:39中丈夫“睡了”即指他已去世，并不暗示死者无意识。,"[""In 1 Cor 7:39 the husband’s death is expressed as “falling asleep.”"", ""“Sleep” for death is a figurative NT usage, especially in Paul, typically of believers."", ""It is predicated of the person with respect to earthly life, not of the soul/spirit."", ""It does not teach soul-unconsciousness in the intermediate state.""]","[""林前7:39将丈夫的死亡表述为“睡了”。"", ""“睡了”作死亡是新约的比喻性用法，保罗尤其常用，且多指信徒。"", ""此“睡”是相对于今世生命的断绝，而非指灵魂本身。"", ""这并不支持“灵魂无意识”的看法。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=196, p_index=40: Lists 1 Cor 7:39 among texts using “sleep” for death and explains the figurative nature and implications (not soul-unconsciousness, applied to believers).",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  X. The Intermediate State In regard to the state of the dead, previously to the parousia and the resurrection, the New Testament is far less explicit than in its treatment of what belongs to general eschatology. The following points may here briefly be noted: (1) The state of death is frequently represented as a “sleeping,” just as the act of dying as a “falling asleep” (Matthew 9:24; John 9:4; 11:11; 1 Corinthians 7:39; 11:30; 15:6,18,20, 51; 1 Thessalonians 4:13," 15; 2 Peter 3:4). This usage …""",gpt-5,v1,2025-12-16T06:29:17-05:00,ok,,,,,,,,,,,
1Cor 9:10,1Cor,9,10,10,,不全是為我們說的嗎？分明是為我們說的。因為耕種的當存着指望去耕種；打場的也當存得糧的指望去打場。,1,"The excerpt uses 1 Corinthians 9:10 as a proof text for a hermeneutical principle: words in Scripture originally addressed to specific people also speak to later audiences, including us. Application is not something added by the interpreter; it flows from God’s Word itself, as Paul exemplifies when he says the command was written “for our sakes.”",该段以林前9:10作为诠释原则的例证：圣经中对特定对象所说的话，也同样对后来的人（包括我们）说。经文的应用不是人为附加，而是从神话语本身流出；保罗在“分明是为我们说的”中示范了这一点。,"[""Scripture addressed to specific persons also addresses later readers, including us."", ""Application arises from God’s Word itself, not merely from the interpreter."", ""1 Corinthians 9:10 exemplifies this: Paul affirms the command was written “for our sakes.”""]","[""圣经对特定对象的话同样临到后来读者（包括我们）。"", ""经文应用出自神话语本身，而非人为附加。"", ""林前9:10为例：保罗强调这诫命是“为我们说的”。""]",InterpretingTheBible--Revision2 — https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- para_id=256, p_index=35: Explicitly cites 1 Corinthians 9:10 to assert that Scripture addressed to specific persons also applies to later readers; application flows from the Word itself.",,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  d. In connection with this, there is also the principle that we must see the words in Scripture addressed to specific persons as spoken also to those who come after them, including ourselves, cf. Matthew 22:31, Matthew 15:7, and 1 Corinthians 9:10. The application is not something that we add, but it flows from God's Word itself and is also addressed to us.,,,,,,,,,,,,,,,,
#NAME?, p_index=35: Duplicate of the same statement, again using 1 Corinthians 9:10 as supporting example for universal applicability of addressed words.,,,,,,,,,,,,,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  d. In connection with this, there is also the principle that we must see the words in Scripture addressed to specific persons as spoken also to those who come after them, including ourselves, cf. Matthew 22:31, Matthew 15:7, and 1 Corinthians 9:10. The application is not something that we add," but it flows from God's Word itself and is also addressed to us.""",gpt-5,v1,2025-12-16T06:29:46-05:00,ok,,,,,,,,,,,,
1Cor 9:11,1Cor,9,11,11,,我們若把屬靈的種子撒在你們中間，就是從你們收割奉養肉身之物，這還算大事嗎？,1,"Zhu 2 The excerpt uses 1 Corinthians 9:11 as evidence that Paul’s term “spiritual” (pneumatikos) is non‑substantial in meaning. In 9:11, “spiritual things” refers to spiritual benefits/ministries sown among the Corinthians, contrasted with material support, not a different kind of substance. This supports reading “spiritual body” in 1 Corinthians 15 as a body empowered/oriented by the Spirit rather than composed of spirit‑stuff.",该段以林前9:11 证明保罗对“属灵的”（pneumatikos）的用法不是指物质成分。经文中的“属灵的（事物）”指向所撒下的属灵益处/事奉，与“肉身的（物质的）供养”相对，并非某种“灵质”。这支持将林前15的“属灵的身体”理解为受圣灵掌管/赋能的身体，而非由“灵的物质”构成。,"[""“Spiritual” (pneumatikos) in Paul often has a non‑substantial, qualitative meaning."", ""In 1 Cor 9:11, “spiritual things” contrasts with material support; it denotes spiritual benefits of ministry, not substance."", ""Thus, the “spiritual body” in 1 Cor 15 should be understood as Spirit‑empowered/Spirit‑governed, not made of spirit.""]","[""保罗用“属灵的”（pneumatikos）多为非物质性的定性用法。"", ""林前9:11 将“属灵的（事物）”与物质供养对比，指事奉带来的属灵益处而非物质成分。"", ""据此，林前15的“属灵的身体”应理解为由圣灵掌管/赋能，而非由灵性物质构成。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=188, p_index=32: Explicitly cites 1 Cor 9:11 as an example of the non‑substantial meaning of pneumatikos (“spiritual”).",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  in 15:42, 43. Four contrasts are named; the first three in each case appear to be the result of the fourth. The dominating antithesis is that between the soma psuchikon and the soma pneumatikon. Still Paul can scarcely mean to teach that “corruption,” “dishonor,” “weakness” are in the same sense necessary and natural results of the “psychical” character of the earthly body," as the corresponding opposites are necessary and natural concomitants of the pneumatic character of the resurrection body. …""",gpt-5,v1,2025-12-16T06:30:33-05:00,ok,,,,,,,,,,,,,,
1Cor 9:27,1Cor,9,27,27,,我是攻克己身，叫身服我，恐怕我傳福音給別人，自己反被棄絕了。,1,"The passage explains that in 1 Corinthians 9:27 the Greek word adokimos (KJV “castaway,” RV “rejected”) means one who is rejected/disapproved—i.e., not acknowledged or accepted—rather than “unfit.” While adokimos can carry a testing connotation elsewhere, here the emphasis is on the idea of rejection (by God or men).",该段说明林前9:27中的希腊词 adokimos（KJV作“castaway”，RV作“rejected”）意为“被弃绝/不被认可”，强调“被神或人拒绝/不予承认”，而非“无能/不适合”。尽管该词在其他处可带有“经检验而未通过”的含义，但此处重点在“被弃绝”。,"[""In 1 Cor 9:27, adokimos is rendered “castaway” (KJV) or “rejected” (RV)."", ""Primary sense: “not accepted/acknowledged,” here with the positive notion of one who ought to be rejected (by God or men)."", ""The gloss “unfit” lacks linguistic warrant; the term centers on rejection/disapproval, though elsewhere it can be linked with testing.""]","[""在林前9:27中，adokimos 译为“castaway”（KJV）或“rejected”（RV）。"", ""其基本含义是“未被认可/不被接纳”，在此指应当被弃绝（被神或人所弃）。"", ""将其理解为“无能/不适合”（unfit）缺乏语言学依据；该词重在“被弃绝/被否定”，尽管在其他经文中常与“经试验未通过”相关。""]",reprobate — https://www.biblicaltheology.org/reprobate.pdf,"- para_id=680, p_index=1: Identifies occurrences and meaning of adokimos, explicitly noting 1 Cor 9:27 uses the sense of something/someone that ought to be rejected; contrasts with the mistaken gloss “unfit” and discusses related testing connotations.",,,,,,,,,
  reprobate | https://www.biblicaltheology.org/reprobate.pdf,,,,,,,,,,,,,,,,,,,,,,
  rep’-ro-bat: This word occurs in the English Bible in the following passages: Jeremiah 6:30 (the Revised Version (British and American) “refuse”); Romans 1:28; 2 Corinthians 13:5,6, 7; 2 Timothy 3:8; Titus 1: 16. In all these cases the Greek has adokimos. The same Greek word, however, is found with other renderings in Isaiah 1:22 (“dross”); Proverbs 25:4 (“dross”); 1 Corinthians 9:27 (“castaway,"” the Revised Version (British and American) “rejected”). The primary meaning of adokimos is “notrece …""",gpt-5,v1,2025-12-16T06:31:31-05:00,ok,,,,,,,,,,,,,
1Cor 10:4,1Cor,10,4,4,,也都喝了一樣的靈水。所喝的，是出於隨着他們的靈磐石；那磐石就是基督。,0,"Lu Zhu These paragraphs only cite 1 Corinthians 10:4 as a cross-reference to the Exodus “water from the rock” narrative, advocating a Christ-centered reading of OT stories. They provide no direct exposition of the verse itself.",这些段落仅将哥林多前书10:4作为与“磐石出水”的对照经文，强调以基督为中心阅读旧约叙事；并未对该节本身作出具体解经。,"[""Mentions 1 Cor 10:4 with Exod 17:5–6 as an example of OT–NT linkage."", ""Urges reading OT narratives as part of God’s self-revelation in Christ.""]","[""将出埃及记17:5–6与林前10:4并列，作为旧约—新约关联的例子。"", ""主张以基督启示为中心来阅读旧约叙事。""]",InterpretingTheBible--Revision2 — https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- para_id=253, p_index=32: Lists 1 Cor 10:4 with Exod 17:5–6 as an example of Christ-centered intertextual reading; no verse exposition.",,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  b. What happened through God's providence and as part of his special revelation belongs to the whole of God's self-revelation in Christ. Therefore, we must receive the narratives (stories) of Scripture not as independent self-existing things, but always in their relation to and significance for the totality of God's self-revelation in Christ. So, for instance, the story of Melchizedek in Genesis 14 -- we see that in the light of Hebrews 7. The story of Jonah we read in the light of Matthew 12:39 …,,,,,,,,,,,,,,,,,,
#NAME?, p_index=32: Duplicate content reiterating 1 Cor 10:4 as an example; still no direct commentary.,,,,,,,,,,,,,,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  b. What happened through God's providence and as part of his special revelation belongs to the whole of God's self-revelation in Christ. Therefore, we must receive the narratives (stories) of Scripture not as independent self-existing things, but always in their relation to and significance for the totality of God's self-revelation in Christ. So, for instance," the story of Melchizedek in Genesis 14 -- we see that in the light of Hebrews 7. The story of Jonah we read in the light of Matthew 12:39 …""",gpt-5,v1,2025-12-16T06:31:56-05:00,ok,,,,,,,,,,,,,,
1Cor 10:11,1Cor,10,11,11,,他們遭遇這些事，都要作為鑒戒；並且寫在經上，正是警戒我們這末世的人。,1,"The paragraph uses 1 Corinthians 10:11 to support inaugurated eschatology: believers already live at the climax of the ages (“the ends of the ages have come” upon them), yet the final consummation (“the last day”) still lies ahead. Thus the church presently participates in eschatological realities without the ultimate completion having arrived.",该段以林前10:11为依据，说明“末世的尽头”已经临到信徒（已然），但最终的“末日”仍在将来（未然）。教会现今已参与末世性的现实，却尚未进入最终成全。,"[""Believers live in the last days; the ends of the ages have come upon them (1 Cor 10:11)."", ""This does not cancel the future consummation—the last day is still ahead."", ""New Testament eschatology is inaugurated: present participation in end-time blessings alongside future fulfillment.""]","[""信徒已处在“末后的日子”，并且“末世的尽头临到了他们”（林前10:11）。"", ""这并不否定将来的成全——“末日”仍在未来。"", ""新约的末世观是“已然/未然”：现今已分享末世恩典，同时等待最终实现。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=159, p_index=3: Explicitly lists 1 Cor 10:11 to argue that believers live in the last days with the ends of the ages upon them while the final day remains future.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  so, however, the New Testament draws the Messianic period into much closer connection with the strictly eschatological process than Judaism. The distinction in Judaism rested on a consciousness of difference in quality between the two stages, the content of the Messianic age being far less spiritually and transcendentally conceived than that of the final state. The New Testament, by spiritualizing the entire Messianic circle of ideas," becomes keenly alive to its affinity to the content of the hi …""",gpt-5,v1,2025-12-16T06:32:30-05:00,ok,,,,,,,,,,,,,
1Cor 10:26,1Cor,10,26,26,,因為地和其中所充滿的都屬乎主。,1,"The excerpt explains that Paul cites “The earth is the Lord’s, and everything in it” in 1 Corinthians 10:26 to support the practical conclusion that Christians may eat meat sold in the marketplace without raising conscience questions. While Psalm 24:1 states God’s ownership of all creation, Paul applies the same text to justify eating such food.",段落指出，保罗在林前10:26引用“地和其中所充满的都属耶和华”，用来支撑一个实际结论：基督徒可以放心吃市上所卖的肉，不必为良心疑问而查问。诗篇24:1强调万物属主，而保罗将同一经文应用于饮食/买卖情境以证明可食用。,"[""Same wording as Psalm 24:1, but different use."", ""In 1 Cor 10:26 Paul uses it to argue believers may eat marketplace meat."", ""God’s universal ownership implies the food is clean to eat without inquiry.""]","[""与诗篇24:1用词相同，但用途不同。"", ""在林前10:26中，保罗用这句经文来论证可吃市上所卖的肉。"", ""因万物属主，所以这些食物可不加查问地享用。""]",InterpretingTheBible--Revision2 — https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- para_id=286, p_index=65: Explicitly contrasts Psalm 24:1 and 1 Cor 10:26, stating Paul uses the verse to argue meat from the marketplace may be eaten.",,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  a. Two texts can be exactly the same, but their use is different. As an example, consider Psalm 24:1a and 1 Corinthians 10:26," """"The earth is the LORD's and everything in it."""" In Psalm 24", the teaching is that everything belongs to the LORD, but in 1 Corinthians this text is used as an argument to prove that meant bought at the market place can be eaten.,,,,,,,,,,,,,,,,,
#NAME?, p_index=65: Duplicate statement reinforcing the same point about the verse’s application in 1 Corinthians.,,,,,,,,,,,,,,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  a. Two texts can be exactly the same, but their use is different. As an example, consider Psalm 24:1a and 1 Corinthians 10:26," """"The earth is the LORD's and everything in it."""" In Psalm 24", the teaching is that everything belongs to the LORD," but in 1 Corinthians this text is used as an argument to prove that meant bought at the market place can be eaten.""",gpt-5,v1,2025-12-16T06:33:06-05:00,ok,,,,,,,,,,,,,
1Cor 11:7,1Cor,11,7,7,,男人本不該蒙着頭，因為他是神的形像和榮耀；但女人是男人的榮耀。,0,The excerpt is about 1 Corinthians 15 and only references 1 Corinthians 11:7 in passing to note Paul’s rejection of Philo’s two-creation reading of Genesis. It does not actually explain or comment on 1 Corinthians 11:7 itself.,该段主要讨论林前15章，只是顺带提到林前11:7，用以表明保罗并未采纳斐洛的“两次创造”解读；并未对11:7本身作出解释。,[],[],ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=188, p_index=32: Mentions 1 Cor 11:7 only as a comparative reference while arguing Paul rejects Philo’s two-creation exegesis; provides no direct exposition of 1 Cor 11:7.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  in 15:42, 43. Four contrasts are named; the first three in each case appear to be the result of the fourth. The dominating antithesis is that between the soma psuchikon and the soma pneumatikon. Still Paul can scarcely mean to teach that “corruption,” “dishonor,” “weakness” are in the same sense necessary and natural results of the “psychical” character of the earthly body," as the corresponding opposites are necessary and natural concomitants of the pneumatic character of the resurrection body. …""",gpt-5,v1,2025-12-16T06:33:28-05:00,ok,,,,,,,,,,,,,,
1Cor 11:24,1Cor,11,24,24,,祝謝了，就擘開，說：「這是我的身體，為你們捨〔有古卷作：擘開〕的，你們應當如此行，為的是記念我。」,1,"The phrase in 1 Cor 11:24, “This is my body for you” (huper humon), signals sacrificial surrender on behalf of believers. Thus Paul understands the Supper not merely as a rite of covenant fellowship but as an atoning rite that introduces into the new covenant because it atones. Together with “the new covenant in my blood” (v.25) and Passover imagery (1 Cor 5:7), Christ’s death is presented as removing the guilt of sin (objective) and grounding believers’ purity (subjective).",林前11:24中的“这是我的身体，为你们（ὑπὲρ ὑμῶν）”表明基督为信徒所献的牺牲性舍命。因此，保罗将主餐理解为不但引入新约团契，更首先是赎罪的礼仪；正因赎罪，才引入新约。配合“这杯是用我血所立的新约”（11:25）与逾越节意象（林前5:7），基督之死既除去罪咎（客观层面），也成为信徒圣洁生活的根基（主观层面）。,"[""“For you” (huper humon) in 11:24 denotes sacrificial surrender on behalf of believers."", ""The Supper signifies an atoning rite that introduces into the covenant because it atones, not merely a fellowship rite."", ""Linked with “in my blood” (v.25) and Passover typology (1 Cor 5:7), Christ’s sacrifice removes guilt (objective) and grounds ethical purity (subjective).""]","[""11:24中的“为你们”（huper humon）表明基督的舍身具有代赎、祭献性质。"", ""主餐显明赎罪之死；它之所以引入新约团契，是因为先行赎罪，而非相反。"", ""结合“在我血中的新约”（11:25）与逾越节意象（林前5:7），基督的祭献除去罪咎（客观）并推动圣洁生活（主观）。""]",sipda — https://www.biblicaltheology.org/sipda.pdf,"- para_id=721, p_index=7: Explicitly interprets “the body…for you” (1 Cor 11:24) as sacrificial, relates it to “the new covenant in my blood” (v.25), and concludes that 1 Cor 11:24–25 teach sacrifice removes guilt.",,,,,,,,,
  sipda | https://www.biblicaltheology.org/sipda.pdf,,,,,,,,,,,,,,,,,,,,,,
  next, the Lord’s death appears as a covenant sacrifice: “This cup is the new covenant in my blood.” Ritschl concludes from this that the death of Christ cannot have had for Paul any more definite associations than those of a transaction introducing the New Testament church into the communion of God to which the forgiveness of sin is attached. Of course, a covenant sacrifice is a sacrifice which introduces into covenant fellowship," but this general statement leaves entirely undetermined the manne …""",gpt-5,v1,2025-12-16T06:34:19-05:00,ok,,,,,,,,,,,,,,,
1Cor 11:25,1Cor,11,25,25,,飯後，也照樣拿起杯來，說：「這杯是用我的血所立的新約，你們每逢喝的時候，要如此行，為的是記念我。」,1,"The passage treats 1 Cor 11:25 as presenting Christ’s blood as sacrificial blood that inaugurates the new covenant, in conscious contrast to the Sinai covenant ratified with sacrificial blood. This shows Paul associates Christ’s blood with sacrificial propitiation, not merely with a violent death, and accords with his emphasis on Christ’s voluntary, obedient self-offering.",本文将林前11:25理解为：基督的血是立新约的“祭血”，与西奈之约用祭牲之血立约相对照；这表明保罗把基督之血与赎罪性的祭祀联系在一起，而不仅是暴力死亡的记号，也符合他强调基督自愿顺服地献上自己的死亡。,"[""In 1 Cor 11:25 the cup signifies sacrificial blood inaugurating the new covenant, paralleling the Sinai covenant’s ratification by blood."", ""Paul thereby links Christ’s blood with sacrificial propitiation rather than merely the fact of a violent death."", ""This fits Paul’s stress on Christ’s voluntary, obedient self-offering.""]","[""林前11:25中的“杯”表明基督之血是立新约的祭血，对应西奈立约时以血立约。"", ""因此，保罗把基督之血与赎罪性的祭祀相连，而非仅指暴力致死的现象。"", ""这与保罗强调基督自愿、顺服的献祭之死相一致。""]",sipda — https://www.biblicaltheology.org/sipda.pdf,"- para_id=716, p_index=2: Explicitly identifies 1 Cor 11:25 as presenting Christ’s blood as sacrificial blood inaugurating the new covenant and argues this supports a propitiatory, not merely violent-death, understanding.",,,,,,,,,
  sipda | https://www.biblicaltheology.org/sipda.pdf,,,,,,,,,,,,,,,,,,,,,,
  the sacrificial idea in Paul’s mind by the scarcity of explicit sacrificial language in his writings. But the question may be raised whether the passages which contain the idea of sacrifice more or less explicitly are actually so few in number as Weiss and others would have us believe. First of all we have the classical passage, Romans 3:25, 26. Next the words quoted by the apostle from the institution of the Supper," in which the blood of Christ is represented as sacrificial blood inaugurating t …""",gpt-5,v1,2025-12-16T06:34:56-05:00,ok,,,,,,,,,,,,,,,
