ref,model,prompt_version,book_osis,chapter,verse_start,verse_end,kjv_text,cuv_text,final_en,final_zh,has_commentary,keep_drop,notes,status,cited_para_ids
1Cor 12:4,gpt-5,v1,1Cor,12,4,4,,恩賜原有分別，聖靈卻是一位。,"The excerpt briefly appeals to 1 Corinthians 12:4 to support the idea that God distributes diverse gifts. It applies this to biblical interpretation: different people may be gifted to interpret different genres of Scripture (history, prophecy, poetry, parable, apocalypse), so not everyone has the same interpretive gifts.",该段简要引用林前12:4强调“恩赐有分别”。并将此原则应用于释经：不同的人可能在不同经文体裁（历史、预言、诗歌、比喻、启示文学）的解读上各有恩赐，因此并非人人在各体裁上都有同样的解经恩赐。,1,,,ok,"[312, 415]"
1Cor 15:8,gpt-5,v1,1Cor,15,8,8,,末了也顯給我看；我如同未到產期而生的人一般。,"The paragraph briefly cites 1 Corinthians 15:8 among texts used to argue against the idea that the dead are unconscious in the intermediate state. Within a broader claim that “sleep” is a figurative term describing the dead’s lack of relation to earthly life (not soul-unconsciousness), the verse is proof-texted as part of evidence for continued consciousness after death.",该段将林前15:8列入反对“死人在中间状态中无意识”的经文之一。作者主张“睡了”是比喻性说法，表示死者对现世的隔绝，而非灵魂无意识；林前15:8在此被作为支持死者仍有意识之见的证据之一。,1,,,ok,[196]
1Cor 15:10,gpt-5,v1,1Cor,15,10,10,,然而，我今日成了何等人，是蒙神的恩纔成的，並且他所賜我的恩不是徒然的。我比眾使徒格外勞苦；這原不是我，乃是神的恩與我同在。,"The excerpt uses 1 Corinthians 15:10 as a harmony text to affirm that Scripture does not teach meritorious good works. In line with Matthew 10:41 and Luke 17:10, it implies that Paul’s labor was due to God’s grace, not personal merit, so there is no contradiction among these passages.",本文将林前15:10作为经文和谐的依据，强调圣经并不教导善行能赚取功德。与太10:41、路17:10一致，林前15:10所表明的是：保罗的劳苦乃出于神的恩典，而非人的功劳，因此这些经文之间并无矛盾。,1,,,ok,"[302, 405]"
1Cor 15:22,gpt-5,v1,1Cor,15,22,22,,在亞當裏眾人都死了；照樣，在基督裏眾人也都要復活。,"The paragraph rejects reading 1 Corinthians 15:22 as teaching absolute universal salvation. It argues that when Paul says ""all,"" he is speaking in a cosmic or national sense, not promising the salvation of every individual, which would contradict his other teachings on predestination and the eternal destiny of the wicked.",该段否定把林前15:22解读为“绝对的普救论”。作者认为此处的“众人/全体”带有宇宙性或群体性的范围，并非保证每个个体最终得救；若读成普救，将与保罗关于预定与恶人永恒定命的教导相矛盾。,1,,,ok,[192]
1Cor 15:23,gpt-5,v1,1Cor,15,23,23,,但各人是按着自己的次序復活：初熟的果子是基督；以後，在他來的時候，是那些屬基督的。,"The verse’s phrase “at his coming” uses the technical term parousia, denoting Christ’s future arrival/manifestation (often linked with the judgment day). The verse teaches an ordered resurrection: Christ as the firstfruits, then those who belong to Christ at his parousia. It addresses bodily resurrection from the grave rather than the intermediate state and does not support the idea that believers abide in a local Hades until then.",本节“在他来的时候”使用术语“parousia”（再临），指基督将来的到来/显现（常与审判之日相关）。经文强调复活的次序：基督为初熟的果子，其后在他再临时属基督的人复活。它关注的是身体从坟墓中的复活，而非中间状态，并不支持信徒在一个地方性“阴间”居住至那日的观点。,1,,,ok,"[166, 200]"
1Cor 15:23-28,gpt-5,v1,1Cor,15,23,28,,但各人是按着自己的次序復活：初熟的果子是基督；以後，在他來的時候，是那些屬基督的。,"The paragraph rejects using 1 Cor 15:23–28 to teach a double resurrection or a millennial interim reign. In this passage the two “orders” (tagmata) are Christ and those who belong to Christ; unbelievers are not in view. “Then the end” (v.24) is the conclusion of the eschatological series, not a later resurrection of unbelievers. The kingdom Christ hands over to the Father does not begin at the parousia; it has been operative since Christ’s exaltation and continues until all enemies, including death, are subdued.",该段否定用林前15:23–28来支持“双重复活”或中间的千年国。经文中的两个“等次”（tagmata）是基督与属基督的人，并未讨论不信者。“随后是末期”（v.24）指的是整套末世事件的终结，而非不信者稍后的复活。基督所交付给父的国并非在再临才开始，而是自基督升天已在运行，直到一切仇敌（包括死亡）被制服为止。,1,,,ok,[182]
1Cor 15:26,gpt-5,v1,1Cor,15,26,26,,盡末了所毀滅的仇敵，就是死。,"The paragraph links 1 Cor 15:26 to Rev 20:14, noting that when Scripture says death and Hades are thrown into the lake of fire, this likely signifies the cessation/abolition of these evils (death’s destruction), which coheres with 1 Cor 15:26 and 15:54 (and Isa 25:8). It adds that “the second death” applies to the lost among humans, not to death and Hades themselves, and leaves open (though doubtful) whether death/Hades could be real demon powers.",该段将林前15:26与启20:14相联系，指出“死亡和阴间被扔在火湖里”很可能是人格化表述，意指这些恶的终止/废除（即死亡被毁灭），这与林前15:26、15:54（及赛25:8）相一致。作者并强调“第二次的死”是针对失丧之人，而非针对“死亡/阴间”本身；同时也保留（但存疑）“死亡/阴间”可能是具有实在性的恶势力之说。,1,,,ok,[438]
1Cor 15:28,gpt-5,v1,1Cor,15,28,28,,萬物既服了他，那時子也要自己服那叫萬物服他的，叫神在萬物之上，為萬物之主。,"The paragraph uses 1 Corinthians 15:28 to underscore Paul’s highly theocentric view of the consummated state: in the end God is “all in all.” The future life entails immediate vision of and perfect communion with God and Christ, and the perfected sonship is fully realized then.",该段以林前15:28强调保罗对末后成全之境界的高度神本观：最终神“成为万有之中的万有”。将来生命包含对神与基督的直接看见与完全相交，且儿子的名分在那时得以成全。,1,,,ok,[194]
1Cor 15:30-32,gpt-5,v1,1Cor,15,30,32,,我們又因何時刻冒險呢？,"The excerpt treats 1 Corinthians 15:30-32 as part of Paul’s teaching that the believer’s resurrection has a forensic (legal/vindicatory) aspect akin to Christ’s, though Paul more prominently emphasizes a pneumatic (Spirit-empowered, transformative) aspect of resurrection life. The Spirit originates and sustains the resurrection state, making resurrection the climax of believers’ transformation and linking Christ’s resurrection with believers’.",该段将林前15:30-32视为保罗教导的一部分，用来支持“信徒复活具有与基督复活相似的法庭性（申辩/宣判）意义”。同时作者强调：在保罗处，更突出的是复活的“属灵（圣灵主导、转化性）”层面；圣灵启动并维系复活的生命，使复活成为信徒转化的高潮，并把基督的复活与信徒的复活联结在一起。,1,,,ok,[184]
1Cor 15:35,gpt-5,v1,1Cor,15,35,35,,或有人問：「死人怎樣復活，帶着甚麼身體來呢？」,"The author explains that 1 Corinthians 15:35 raises a question about the kind or mode of the resurrection body rather than its material substance. Paul’s sowing metaphor teaches that our inability to picture the resurrection body does not make it impossible; God gives a body as He wills, often quite unlike the seed. The passage should not be pressed to assert a material ‘germ’ in the corpse or to detail degrees of identity; what is sown is the body, which dies and is made alive. The focus is on the body, not the believer’s subjective spirit. “Sowing” can be viewed as encompassing the whole earthly life (including burial). Paul also answers the 15:35 question by pointing to the diversity of bodies God already uses (15:39–41): here ‘sarx’ means ‘body,’ and the resurrection body will differ in kind (heteros) from the present body, not merely as another of the same kind (allos).",作者指出，林前15:35所提出的问题，关切的是复活之身的“样式/性质”，而非其物质“成分”。保罗以“撒种”的比喻说明：即便我们难以想象复活之身，也不因此否定其可能性；神按自己的旨意赐下身体，常与所撒的种子大不相同。此比喻不应被硬压去回答“身体中是否有某种生命胚芽”或“物质同一性”的问题；所“撒下”的就是身体本身，它死了，又被叫活。整段讨论焦点在“身体”，而非信徒主观的灵。“撒种”可理解为涵盖整个人生（当然包括下葬）。保罗又以神所造诸身体的多样（15:39–41）回应15:35：此处“肉体”（sarx）意近“身体”，复活之身与现今之身在“种类”上有显著差异（heteros），而不只是同类中的差别（allos）。,1,,,ok,[187]
1Cor 15:35-58,gpt-5,v1,1Cor,15,35,58,,或有人問：「死人怎樣復活，帶着甚麼身體來呢？」,"The passage addresses the kind (manner) of the resurrection body rather than its substance until v.50. Paul’s sowing metaphor does not teach material identity but answers the objection that we cannot conceive the resurrection body: God gives a different body as He wills. Some continuity is implied but not defined; the body itself is sown, dies, and is made alive—“bare grain” refers to the body, not the believer’s subjective spirit. The Spirit in view is the (objective) Spirit of Christ. “Sowing” may encompass the whole earthly life (including burial), suggested by the predicates in vv.42–43. In vv.39–41 Paul argues from the diversity of bodies God already gives (animals, heavenly/earthly, differences among heavenly bodies), focusing on kind/quality/appearance rather than substance; sarx in v.39 equals “body,” not “fleshly lusts.” The Greek contrast allos/heteros indicates the resurrection body differs in kind (heteros), not merely as another of the same kind.",本段主要讨论复活身体的“样式/类型”，而非其“本质”（直到15:50才触及本质问题）。保罗的“撒种”比喻不是强调物质同一性，而是回应“不可想象即不可能”的质疑：神照祂的旨意赐下不同的身体。经文仅暗示某种连续性，却未详细界定；所“种”的是身体本身，它死而复活——“赤露的子粒”指身体，不是信徒主观的灵；文中涉及的灵是客观的基督之灵。“撒种”可能包括整个人在世的生命（并当然包含下葬），由15:42–43的“羞辱、软弱、属血气”等用语支持。15:39–41通过受造界身体的多样性（动物、天体与地体、天体之间的差异）论证焦点在“样/性质/外观”而非“本质”；15:39的“肉”（sarx）等同“身体”，不是“情欲的肉体”。希腊文 allos/heteros 的对比表明：复活的身体在“种类”上与现今身体大为不同（heteros），不只是同类中的另一个（allos）。,1,,,ok,[187]
1Cor 15:36,gpt-5,v1,1Cor,15,36,36,,無知的人哪，你所種的，若不死就不能生。,"The paragraph explains that Paul’s sowing metaphor in 1 Cor 15 emphasizes difference in kind/quality rather than identity of substance. Verse 36 shows Paul is not positing a distinct life-germ separate from the body; what is sown is the body itself, which dies and is made alive as a whole. The “bare grain” is the body, not the human spirit (since the seed dies, which does not apply to the Pneuma). The discussion is framed entirely from the standpoint of the body; when Spirit is mentioned it is the Spirit of Christ. Some extend the time of “sowing” to the entire earthly life (with burial certainly included).",该段指出，保罗在林前15章用“撒种”的比喻是为说明复活身体在“种类/性质”上与现今身体不同，而非强调物质同一性。15:36表明，保罗并未主张有一个与身体分离的“生命胚芽”被交付坟墓并在末日复活；相反，被撒下的是身体本身，身体死了，也整体被叫活。“赤露的种子”（15:37）说明这里指的是身体而非人的灵，因为“种子会死”，这不适用于人的灵（Pneuma）。整段讨论的视角在于身体；若提及“灵”，乃指基督的灵。此外，“撒种”的时间可延伸为整个人生，但埋葬无疑包含其中。,1,,,ok,[187]
1Cor 15:42-50,gpt-5,v1,1Cor,15,42,50,,死人復活也是這樣：所種的是必朽壞的，復活的是不朽壞的；,"The passage contrasts two orders: the present, “psychical” (natural) order and the eschatological, “pneumatic” (Spirit-governed) order inaugurated by resurrection. In vv. 42–43 the resurrection body bears incorruption, glory, and power, in contrast to corruption, dishonor, and weakness of the present body. In vv. 45–46 Paul broadens the contrast beyond the body to two world-orders, each headed by an Adam—the first from earth (ek gēs), the second characterized as from heaven (ex ouranou). “From heaven” refers not to Christ’s preexistence or incarnation but to his eschatological state; reading it otherwise would contradict the order “not the pneumatic first, but the psychical” and would wrongly make the pneumatic constitutive of Christ pre-incarnation. Paul’s focus is the resurrection as the beginning of the new aeon and the Spirit’s rule over the eschatological body.",本段对比两个秩序：现今“血气/魂性的”（yucikon，天然）秩序，与因复活而开启的“灵性的”（pneumatikon，由圣灵掌权）末世秩序。42–43节指出复活的身体具有不朽、荣耀、能力，与现在身体的朽坏、羞辱、软弱相对。45–46节把对比从“身体”扩大到整个人类状况与两大世界秩序：各由一位“亚当”作首，第一位“出于地”，第二位“出于天”。这里“出于天”（ex ouranou）并非指基督的先在或道成肉身的来临，而是指其末世性的状态；否则将违背“不是属灵的在先，乃属血气的在先”的次序，并误以为“灵性”在道成肉身前已构成基督位格。使徒意在表明：复活乃新世代的开端，圣灵在复活之体上掌权。,1,,,ok,[131]
1Cor 15:43,gpt-5,v1,1Cor,15,43,43,,所種的是羞辱的，復活的是榮耀的；所種的是軟弱的，復活的是強壯的；,"The verse’s “raised in glory” is read as Paul’s eschatological doxa: a reflection of God’s own glory that carries honor. Its value is not merely external radiance but its God-centered, revelatory quality, expressing believers’ acceptance with God and participation in the consummate state of direct communion with God and Christ.",经文所说“复活的是荣耀的”指向保罗的末世“荣耀”（doxa）：反映神自己的荣耀，并带有“尊荣”。其价值不在外在光辉本身，而在其以神为中心、具有启示性的特质，彰显信徒被神接纳，并参与末世与神和基督直接相交的成全状态。,1,,,ok,[194]
1Cor 15:44,gpt-5,v1,1Cor,15,44,44,,所種的是血氣的身體，復活的是靈性的身體。若有血氣的身體，也必有靈性的身體。,"The contrast in 1 Cor 15:44 between a “natural/psychical” body and a “spiritual” body is eschatological. “Spiritual” (pneumatikos) denotes a mode of existence determined by the Holy Spirit—the constitutive principle of the age to come—not merely a principle of revelation. Paul’s distinctions in 1 Cor 2–3 (spiritual vs. fleshly; walking “as men”) parallel this, showing that the Christian state belongs to an order different from nature, though not implying believers become superhuman. Believers already partake of the future life’s quality through the Spirit, which explains both their capacity for revelation and the eschatological meaning of “spiritual.”",林前15:44中“属魂/血气的”（psychikos）与“属灵的”（pneumatikos）的对立是末世性的。“属灵”指一种由圣灵所决定的存在形态——圣灵是将来之世的本体性原则，而不仅是启示的原则。林前2–3章的区分（属灵/属肉体、按着世人而行）与此相平行，显示基督徒的状态属于不同于自然的秩序，但并不意味着人成为“超人”。信徒因圣灵已在今世部分分享将来生命的特质，因此能领受启示，也由此明白“属灵”的末世性含义。,1,,,ok,[141]
1Cor 15:45,gpt-5,v1,1Cor,15,45,45,,經上也是這樣記着說：「首先的人亞當成了有靈〔靈：或作血氣〕的活人」；末後的亞當成了叫人活的靈。,"Paul uses Genesis 2:7 to ground the contrast in 1 Cor 15:45 between the first Adam as a “living soul” (psychical body) and the last Adam as “life‑giving Spirit” (pneumatic body). The psychical body, given at creation, is animated by the natural soul—adequate for earthly life but vulnerable to death once sin enters; corruption and weakness are not inherent necessities of creation itself. Paul avoids calling the creation body “fleshly” (sarkikos) because that term is tied to sin. He argues typologically: the creation-body prefigures a higher, resurrection body, so if a psychical body exists, a pneumatic body also exists. He rejects Philo’s two‑creation scheme and does not teach a change of bodily substance; “from heaven” does not denote material. Positively, the believer’s resurrection body will bear Christ’s image.",保罗在林前15:45借创世记2:7确立对比：第一亚当是“有灵的活人”（心理之体/属魂之体），末后的亚当是“叫人活的灵”（属灵之体）。心理之体是创造时所赐、由“魂”作生命原理，足以维持地上的生命，但在罪进入后会落入败坏与死亡；这些软弱并非创造本身必然的结果。保罗避免用与罪相关的“属肉体”（sarkikos）描述创造之体。其论证是预表性的：受造之体预示更高的复活之体——“若有属魂之体，也必有属灵之体”。他拒绝斐洛的“两重创造”解释，也未教导身体物质被更换；“属/从天上来”并非指材料。积极而言，信徒的复活之体将照着基督的形像。,1,,,ok,[188]
1Cor 15:45-49,gpt-5,v1,1Cor,15,45,49,,經上也是這樣記着說：「首先的人亞當成了有靈〔靈：或作血氣〕的活人」；末後的亞當成了叫人活的靈。,"Both excerpts comment on 1 Cor 15:45-49 by highlighting Paul’s Adam–Christ contrast and the Spirit-shaped nature of resurrection life. The passage is read as teaching that (1) the resurrection life and state are “pneumatic,” i.e., originating in and sustained by the Holy Spirit, with Christ as the life‑giving Spirit, and (2) Adam and Christ represent two successive stages in God’s purpose for humanity—original rectitude (earthly/natural) and consummate glory (heavenly/spiritual)—so Christ’s work surpasses mere restoration to Adam’s state and ushers believers into glorious, heavenly likeness.",两段材料都在诠释林前15:45-49：保罗以“亚当—基督”的对比说明复活生命与复活状态是“属灵的”（由圣灵发起并维系），基督为“叫人活的灵”；同时，亚当与基督代表神对人类计划的两个阶段——起初的正直（属土/属血气）与成全的荣耀（属天/属灵）。因此，基督所成就的超越了把人仅仅带回亚当的原状，而是引入属天的荣耀形像。,1,,,ok,"[184, 727]"
1Cor 15:47,gpt-5,v1,1Cor,15,47,47,,頭一個人是出於地，乃屬土；第二個人是出於天。,"Both excerpts treat Paul’s contrast between the first man (Adam) and the second man (Christ) to clarify what “of/from heaven” means. The first man is “of the earth” in the order of creation and, once sin enters, his psychical (natural) body is subject to corruption; the second man is “of heaven,” indicating a heavenly origin/sphere and mode, not a different material substance. Paul avoids sarkikos (fleshly) because it is tied to sin, and he does not claim the resurrection body is made of “spirit” as a substance. Genesis 2:7 undergirds a typological argument: the first creation-body prefigures the higher, pneumatic resurrection body realized in Christ, whose image believers will bear. “From heaven” also denotes God’s supernatural activity and the heavenly pattern to which realities conform, not merely a reverent circumlocution for God.",两段材料都阐明保罗在林前15:47中对第一人（亚当）与第二人（基督）的对比，以说明“出于/从天”的含义。第一人“出于地、属土”，在创造次序中居先；当罪进入后，他“属魂/天然的身体”就落入败坏。第二人“出于天”，强调的是天上的来源与领域、神的作为方式，而不是指一种不同的物质本质。保罗回避与罪相关的“属肉体”（sarkikos），也并未主张复活身体是用“灵”这种物质构成。创2:7为此提供预表基础：起初的创造之身预示更高的“属灵的”复活之身，这在基督里得成全，信徒将效法基督的形像。“从天而来”也表达神超自然的行动与天上的范式，而非仅以“天”代替“神”的敬语。,1,,,ok,"[188, 430]"
1Cor 15:49,gpt-5,v1,1Cor,15,49,49,,我們既有屬土的形狀，將來也必有屬天的形狀。,"The author uses 1 Cor 15:49 to affirm that believers will in the future bear the heavenly image—i.e., their resurrection body will be patterned after Christ’s resurrection body. This supports two points: (1) there is no present, on-earth preformation of the spiritual body; the heavenly image belongs to the eschatological transformation, and (2) Paul gives a formal (not material) description: “spiritual/pneumatic” speaks of mode and power of life, not substance, and v.49 positively teaches conformity to Christ’s image without specifying the body’s material.",作者以林前15:49说明：信徒将来要有属天者的形状——复活的身体将按基督复活之身的样式而得。由此得出两点：(1) 属灵身体并非今世在地上逐步成形；属天形象属于末世复活时的改变；(2) 保罗所给的是“形式/性质”的描述而非物质成分——“属灵（气的）身体”指生命方式与能力，不指构成材料，15:49积极教导的是与基督形象相符，却未界定取代“血肉”的物质。,1,,,ok,"[185, 188]"
1Cor 15:50,gpt-5,v1,1Cor,15,50,50,,弟兄們，我告訴你們說，血肉之體不能承受神的國，必朽壞的不能承受不朽壞的。,"These excerpts treat 1 Cor 15:50 as the point where Paul briefly touches the question of the resurrection body’s substance—only negatively—stating that “flesh and blood” (the present mortal, corruptible mode of life) cannot inherit God’s kingdom. Throughout the passage Paul’s main emphasis is on a qualitative/kind difference between the present body and the resurrection body, not on material composition. He does not specify what replaces “flesh and blood.” The term “spiritual” (pneumatikon) denotes a body empowered/suited to the Spirit, not one made of a different substance.",这些段落指出：保罗在林前15:50才以否定式触及复活身体的“物质”问题——“血肉之体不能承受神的国”，意指现今必朽坏的血肉生命形态不能承受神国。整段论证的重点在于身体“种类/性质”的差异，而非“物质”差异；保罗并未说明将以何种“物质”取代血肉之体。“属灵的”（pneumatikon）指由圣灵赋能、适配天上生命的身体，并非由“灵”这类新物质构成。,1,,,ok,"[187, 188]"
1Cor 15:51-53,gpt-5,v1,1Cor,15,51,53,,我如今把一件奧祕的事告訴你們：我們不是都要睡覺，乃是都要改變，,"The paragraph treats 1 Cor 15:51-53 as a key text on the transformation at the Parousia, restricted to believers. It contrasts Paul’s metaphors: in 2 Cor 5 the heavenly body is ""put on"" over the earthly (mortal swallowed up by life), while in 1 Cor 15 the old body is changed into the new. Two readings of 1 Cor 15:51-53 are noted: (1) it generally describes the transformation applicable to both the resurrected dead and those still alive, supporting continuity between present and resurrection bodies; (2) Paul expected all his readers to survive and be changed alive. The author judges more plausible the reading that ""not all"" will die, but all—both dead and surviving—will be changed at the Parousia, acknowledging textual/interpretive difficulties reflected in early variant readings.",本段将林前15:51-53视为论到主再来时改变（只涉及信徒）的关键经文。它对比保罗的比喻：林后5强调“穿上”属天之体，使必死的被生命吞灭；而林前15强调由旧身体“改变”为新身体。对林前15:51-53有两种解读：（1）这是对过程的笼统描述，既适用于复活的死人也适用于当时仍活着的人，此解读支持今世身体与复活身体之间的延续性；（2）保罗期望他与读者都存活到主来并当场被改变。作者更倾向的解读是将否定词连于“众人”：并非“都要睡”，但无论已死或存活，“都要改变”，且承认经文存在文本与诠释上的难点，早期改动读法已反映此困难。,1,,,ok,[189]
1Cor 15:52,gpt-5,v1,1Cor,15,52,52,,就在一霎時，眨眼之間，號筒末次吹響的時候。因號筒要響，死人要復活成為不朽壞的，我們也要改變。,The excerpt links 1 Corinthians 15:52 to the resurrection at Christ’s parousia. It argues that the trumpet/sounds accompany Christ’s descent (cf. 1 Thess 4:16) and that the dead rise as he descends; 1 Cor 15:52 is cited as a parallel text about the final trumpet at which the dead are raised and believers are transformed. It also identifies the ‘trump of God’ with the great eschatological trumpet.,该段将林前15:52与主再临时的复活联系起来，指出号筒（声音）伴随基督从天降临（参帖前4:16），死人在其降临过程中复活；林前15:52作为平行经文见证末次号筒吹响时死人复活、信徒改变。并将“神的号筒”与末世的“大号”相对应。,1,,,ok,[178]
1Cor 15:55,gpt-5,v1,1Cor,15,55,55,,死啊！你得勝的權勢在那裏？死啊！你的毒鉤在那裏？,"The verse has a textual variant: Textus Receptus reads “O Hades,” while the likely correct reading in critical editions is “O Death” (Thanate). If “Hades” is read, it is a personification used non-locally for the state of death, not a geographic underworld, and should be understood in light of Old Testament Sheol rather than Greek mythology. The KJV reflects the TR here with “grave” (margin “hell”), influenced by Hosea 13:14.",本节存在文本变体：公认本文（TR）作“阴间啊”，而更可靠的批判文本多读作“死亡啊”（Thanate）。若读“阴间”，此处是将其人格化，且是“非地域性”的用法，指死亡之状态，而非地理上的冥府，应当按旧约“阴间（Sheol）”的观念来理解，而非希腊神话。英王钦定本因依循TR并受何西阿书13:14影响，译作“坟墓/阴间”。,1,,,ok,"[198, 200]"
1John 2:1,gpt-5,v1,1John,2,1,1,,我小子們哪，我將這些話寫給你們，是要叫你們不犯罪。若有人犯罪，在父那裏我們有一位中保，就是那義者耶穌基督。,"The paragraph cites 1 John 2:1 to show that John’s term “parakletos” (Advocate) aligns with Christ’s ongoing heavenly intercession and mediatorial role, which is priestly in character. Thus, 1 John 2:1 supports the broader NT witness that Christ functions as priestly mediator, not only in Hebrews.",该段将约翰一书2:1的“保惠师/辩护者”（paraklētos）与基督在天上的代求与中保职分相连，表明这一职分具有祭司性质。因此，约壹2:1 也见证了新约更广泛的主题：基督担任为信徒代求的祭司式中保，并非仅限于希伯来书。,1,,,ok,[488]
1John 2:2,gpt-5,v1,1John,2,2,2,,他為我們的罪作了挽回祭，不是單為我們的罪，也是為普天下人的罪。,"The paragraph directly comments on 1 John 2:2, arguing that the verse should be read with the classic distinction between the sufficiency and the intended efficacy of Christ’s atonement. John’s purpose is not to define the extent of the atonement’s actual operation or to teach universalism, but to assure believers of the inexhaustible sufficiency of Christ’s propitiation for their sins.",该段直接论及约一2:2，主张应当以“赎罪之充足性”与“（上帝）有效意旨”之区分来理解此节。作者意图并非说明赎罪实际生效的范围或教导普救论，而是要使信徒确信：基督为罪作的挽回祭对他们的罪有取之不尽的充足与丰盛。,1,,,ok,[708]
1John 2:17,gpt-5,v1,1John,2,17,17,,這世界和其上的情慾都要過去，惟獨遵行神旨意的，是永遠常存。,"Uses 1 John 2:17 to support the eschatological teaching that the present world order will pass away within a broader regeneration (palingenesia), not by annihilation of its substance. The redeemed’s central abode will be heaven, while a renewed earth remains accessible and part of their inheritance.",将约一2:17用作支持末世“重生/更新”（palingenesia）的经文：现今的世界秩序将过去，但并非实体被消灭，而是被更新转换。得赎之人的中心居所在天上，更新后的地仍可进入，且属他们产业的一部分。,1,,,ok,[195]
1John 2:18,gpt-5,v1,1John,2,18,18,,小子們哪，如今是末時了。你們曾聽見說，那敵基督的要來；現在已經有好些敵基督的出來了，從此我們就知道如今是末時了。,"These excerpts treat 1 John 2:18 in two intertwined ways: (1) the “last time/last hour” as the closing section of the present age already underway, and (2) the Antichrist concept. They argue that the NT views believers as living in the last times (already/not‑yet), with 1 John 2:18 as a key witness. In the Johannine letters, many antichrists are already present, yet the audience had also heard of a coming personal Antichrist; the present outbreak of anti‑Christian forces signals that the last hour has arrived. The term “Antichrist” is distinctive to John, while related figures appear in the Synoptics, Paul, and Revelation; its roots need not be sought in extra‑biblical myth but can arise from OT eschatology. Notably, 1 John 2:18 infers the last hour not from Messiah’s presence but from the manifestation of anti‑Christian powers.",这些段落从两方面讨论约一2:18：（1）“末时／末小时”是现今世代的收尾阶段，已然开始；（2）“敌基督”的概念。新约认为信徒已活在“末时”（已然与未然并存），而约一2:18是重要见证。约翰书信指出，许多“敌基督的”已经出来，同时读者也听过将有一位“敌基督”要来；正是这些反基督势力的出现，表明“如今是末时了”。“敌基督”一词是约翰特有，但对立基督的角色也见于对观福音、保罗及启示录；其思想根源可从旧约末世预言解释，无需诉诸圣经以外的神话。值得注意的是，约一2:18判断“末小时”已到，并非因弥赛亚已来，而是因反基督势力已显明。,1,,,ok,"[159, 173, 174, 439]"
