ref,model,prompt_version,book_osis,chapter,verse_start,verse_end,kjv_text,cuv_text,final_en,final_zh,has_commentary,keep_drop,notes,status,cited_para_ids
1John 2:28,gpt-5,v1,1John,2,28,28,,小子們哪，你們要住在主裏面。這樣，他若顯現，我們就可以坦然無懼；當他來的時候，在他面前也不至於慚愧。,"The paragraph explains the NT term parousia (“coming/arrival”) used in 1 John 2:28. In Christian usage it denotes Christ’s second coming (not the incarnation), colored by the awareness of Jesus’ present bodily absence and pointing to His future abiding presence with believers. Related terms (apokalupsis, “revelation”; epiphaneia, “appearance”; and “the day of the Lord”) highlight the public manifestation and often the judgment aspect of that future coming—fitting the verse’s exhortation to abide in Him so as to have confidence and not be ashamed at His coming.",该段解释了约一2:28中使用的“parousia（来临/到来）”。在基督徒用法中它特指基督的再来（非第一次的道成肉身），带出耶稣目前肉身不在、将来要与信徒同在的意味。相关同义概念包括“启示”（apokalupsis）、“显现/显明”（epiphaneia）与“主的日子”，常强调将来公开的显现并与审判相连。这有助于理解本节为何劝勉“住在主里面”，好在他再来时坦然无惧、不致惭愧。,1,,,ok,[166]
1John 4:3,gpt-5,v1,1John,4,3,3,,凡靈不認耶穌，就不是出於神；這是那敵基督者的靈。你們從前聽見他要來，現在已經在世上了。,"The passage affirms that 1 John presents both many antichrists and the expectation of a singular personal Antichrist. 1 John 4:3 identifies the present activity of the “spirit of the antichrist” (already in the world) alongside a future coming, paralleling 2 Thessalonians 2:7’s “already at work” motif.",该段指出，约翰一书既描述“许多敌基督”，也承认将来会有一位个人性的“敌基督”。约一4:3表明“敌基督的灵”如今已经在世上运行，同时仍有将来的来临，这与帖后2:7“已经运行”的意念相呼应。,1,,,ok,[174]
1John 4:8,gpt-5,v1,1John,4,8,8,,沒有愛心的，就不認識神，因為神就是愛。,"The statement “God is love” must not be interpreted in a way that contradicts Scripture’s revelation of God’s wrath against sin; otherwise the necessity of Christ’s suffering becomes unintelligible. In 1 John, this truth functions against Gnostic tendencies, stressing the ethical nature of God and the practical test of love for the brethren as evidence of knowing God. The phrase has been often misused when abstracted from its context; John also affirms God as light and life, preventing a reduction of God’s being to a vague, substance-less love.",“神就是爱”不可被解释为与圣经所启示的神对罪的忿怒相冲突；否则基督为罪受苦就失去意义。在约一中，这一宣告是针对诺斯底倾向而提出，强调神的品格具有伦理属性，并以爱弟兄作为认识神的实际检验。此语若脱离语境常被滥用；约翰同时称神为光、为生命，防止把神简化为一种空洞、无本体的“爱”。,1,,,ok,"[291, 394, 712]"
1Kgs 3:18,gpt-5,v1,1Kgs,3,18,18,,我生孩子後第三日，這婦人也生了孩子。我們是同住的，除了我們二人之外，房中再沒有別人。,"The excerpt cites “1 Kings 3:18” as containing a deceiving word from the old prophet at Bethel, which is almost certainly a misreference to 1 Kings 13:18. Thus, it does not actually comment on 1 Kings 3:18.",引文称“列王纪上3:18”包含“伯特利老先知”的欺骗之言，但这应为误引（应为列王纪上13:18），因此并未真正注释3:18。,0,,,ok,"[247, 350]"
1Kgs 13:16,gpt-5,v1,1Kgs,13,16,16,,神人說：「我不可同你回去進你的家，也不可在這裏同你吃飯喝水；,"The excerpts use 1 Kings 13:16ff as an illustrative case for discernment in interpretation: not every claimed or quoted “word from God” is truly God’s Word. Messages must agree with God’s prior command and with the whole of Scripture. Like the episode surrounding 1 Kgs 13:16, interpreters must distinguish true from false prophetic words and reject messages that violate the broader scriptural intention or context.",这些段落把列王记上13:16及其后文当作例证，强调解经与分辨：并非所有被称为“从神来的话”都是真实的。任何信息都必须与神先前的命令及整本圣经的旨意相符合。正如13:16前后故事所显明的，信徒要分辨真假先知的话，拒绝与更广泛经文意旨或上下文相冲突的信息。,1,,,ok,"[251, 354]"
1Sam 2:2,gpt-5,v1,1Sam,2,2,2,,只有耶和華為聖；除他以外沒有可比的，也沒有磐石像我們的神。,"The paragraph uses 1 Samuel 2:2 to argue that in the Old Testament God’s “holiness” denotes His uniquely divine, majestic otherness that evokes awe. Holiness is not merely one attribute among others but an aspect under which all God’s attributes are viewed, distinguishing Him from creatures. This holiness is closely associated with divine power and can even function as a virtual synonym for omnipotence.",该段以撒上2:2为依据，指出旧约中的“圣”主要强调上帝独一无二、威严超越的神性本质，唤起人的敬畏；“圣洁”并非仅是诸属性中的一个，而是贯穿并规定一切神之属性的独特视角，使祂与受造物有绝对区别；此外，圣洁与神能密切相关，甚至可与全能几乎同义。,1,,,ok,[441]
1Sam 3:9,gpt-5,v1,1Sam,3,9,9,,因此以利對撒母耳說：「你仍去睡吧；若再呼喚你，你就說：『耶和華啊，請說，僕人敬聽！』」撒母耳就去，仍睡在原處。,"The verse is invoked as a model posture for interpreters: approaching Scripture with faith, reverence, and a listening, servant heart—praying, ""Speak, LORD, for your servant is listening."" Such humility shapes interpretation and leads to joy in God's revealed word and guidance.",此节被用作解经者的心态范例：以信心、敬畏与谦卑聆听的仆人之心来读经，祷告说：“耶和华啊，请说，仆人敬听。”这种姿态会烙印在解释上，并带来因神启示与引导而有的喜乐。,1,,,ok,"[245, 348]"
1Sam 6:9,gpt-5,v1,1Sam,6,9,9,,你們要看看：車若直行以色列的境界到伯示麥去，這大災就是耶和華降在我們身上的；若不然，便可以知道不是他的手擊打我們，是我們偶然遇見的。」,"The excerpt uses 1 Samuel 6:9 (with 6:12) to assert that there is no such thing as chance: God’s omnipotence comprehensively governs events, even minute cause-and-effect. The Philistines’ test—whether the cows go straight to Beth-shemesh—illustrates that outcomes are directed by the Lord rather than accidental or random.",该段以撒上6:9（并参6:12）说明“没有偶然”：上帝全能主宰万事，甚至最微小的因果细节。非利士人以母牛车是否直往伯示麦来试验，结果显示事件并非偶然，而是耶和华的手在掌管。,1,,,ok,[442]
1Sam 6:12,gpt-5,v1,1Sam,6,12,12,,牛直行大道，往伯示麥去，一面走一面叫，不偏左右。非利士的首領跟在後面，直到伯示麥的境界。,"The paragraph uses 1 Samuel 6:12 (alongside 6:9) as a proof that there are no accidents under God’s omnipotence. The cows’ straight, unwavering path to Beth-shemesh illustrates God’s comprehensive control over events—even down to minute details—and His ability to direct outcomes without relying on secondary causes.",该段以撒上6:12（并参6:9）为佐证，说明在神的全能与护理之下并无偶然。母牛笔直前往伯示麦、不偏左右，显示神对事件的全面掌管，甚至细微之处也在祂手中；祂不必依赖第二因，因祂本身就支配并成就一切。,1,,,ok,[442]
1Sam 12:17,gpt-5,v1,1Sam,12,17,17,,這不是割麥子的時候麼？我求告耶和華，他必打雷降雨，使你們又知道又看出，你們求立王的事是在耶和華面前犯大罪了。」,"The excerpt cites 1 Samuel 12:17 as evidence that Scripture attributes rain and storms to God’s direct action, highlighting His omnipotence and sovereign control over nature rather than impersonal processes.",该段将撒上12:17用作证据，说明圣经把降雨与雷暴归于神的直接作为，强调祂对自然的全能与主权，而非仅仅自然过程。,1,,,ok,[442]
1Sam 15:3,gpt-5,v1,1Sam,15,3,3,,現在你要去擊打亞瑪力人，滅盡他們所有的，不可憐惜他們，將男女、孩童、吃奶的，並牛、羊、駱駝，和驢盡行殺死。』」,"Uses 1 Samuel 15:3 as a hermeneutical example: God’s command was explicit and literal; Saul reinterpreted it according to what seemed right to him, deviating from the plain meaning. Such deviation from the literal command was so serious that God rejected Saul as king. Therefore, interpreters must not rationalize or spiritualize Scripture in ways that detach from the text’s plain sense.",以撒母耳记上15:3作为诠释学例子：神的命令是明确且应按字面遵行；扫罗按自己看为对的方式重新解读，偏离了经文的字面意思。因此被神弃绝为王。由此强调：不可用理性化或“属灵化”的方式脱离经文本义来解释圣经。,1,,,ok,"[295, 398]"
1Sam 15:11,gpt-5,v1,1Sam,15,11,11,,「我立掃羅為王，我後悔了；因為他轉去不跟從我，不遵守我的命令。」撒母耳便甚憂愁，終夜哀求耶和華。,"The phrase “the LORD repented” in 1 Samuel 15:11 is anthropomorphic and must not be taken to mean God undergoes an essential change of mind. It should be interpreted in a manner worthy of God and harmonized with passages affirming his immutability (e.g., 1 Sam 15:29; James 1:17). Interpreters should prioritize God’s intent as the divine Speaker and avoid twisting Scripture by readings that conflict with God’s revealed nature.",撒上15:11中的“耶和华后悔”是拟人化表达，不表示神本质上改变心意；须按与神的性质相称的方式来理解，并与 affirm 神不变性的经文（如撒上15:29、雅1:17）协调。诠释时应以神作为说话者的旨意为主，避免与神的启示性情相冲突的解释，以免曲解经文。,1,,,ok,"[292, 395]"
1Sam 15:29,gpt-5,v1,1Sam,15,29,29,,以色列的大能者必不至說謊，也不至後悔；因為他迥非世人，決不後悔。」,"The excerpt uses 1 Samuel 15:29 as a hermeneutical control: anthropomorphic statements about God “repenting” (e.g., Gen 6:6; 1 Sam 15:11) must not be read as implying an essential change in God, because Scripture elsewhere (1 Sam 15:29; Jas 1:17) reveals God’s immutability and truthfulness. Therefore, divine “repentance” language should be understood in a manner worthy of God and consistent with His unchangeable nature.",该段将撒上15:29作为诠释原则：当圣经说“上帝后悔”（如创6:6；撒上15:11）时，不可理解为上帝本质上改变心意；因为经文别处（撒上15:29；雅1:17）启示上帝的不变与真实。因此，关于上帝“后悔”的拟人化表述应以配得上帝、合乎祂不变性的方法来理解。,1,,,ok,"[292, 395]"
1Sam 17:26,gpt-5,v1,1Sam,17,26,26,,大衛問站在旁邊的人說：「有人殺這非利士人，除掉以色列人的恥辱，怎樣待他呢？這未受割禮的非利士人是誰呢？竟敢向永生神的軍隊罵陣麼？」,"The excerpt cites 1 Samuel 17:26 as an example in a theme of God’s omnipotence over against impotent idols: David’s appeal to ""the living God"" frames Goliath’s defiance as an affront to God whose power contrasts with powerless idols.",该段将撒上17:26列为论证“神全能、偶像无力”的例证：大卫称耶和华为“永生神”，将歌利亚的辱骂视为对上帝权能的挑衅，凸显偶像的无能与神大能的对比。,1,,,ok,[441]
1Tim 6:13,gpt-5,v1,1Tim,6,13,13,,我在叫萬物生活的神面前，並在向本丟彼拉多作過那美好見證的基督耶穌面前囑咐你：,"The paragraph briefly treats 1 Tim 6:13 by noting its phrase ""God quickens/keeps alive all things"" and grouping it with the Pastoral Epistles' universal-sounding texts. The author argues that, contextually, such ""all"" language points to all kinds/classes of people rather than every individual without exception; thus 6:13 affirms God as universal life-giver without teaching numerical universalism or universal salvation.",该段简要提及提前6:13的“神使万物活着（或：维持万物的生命）”，并将其与教牧书信中带有“普遍性”的经文并列讨论。作者主张在语境中，这些“众人/万物”的表述是指各阶层、各类人的普遍性，而非每一个个体；因此，6:13强调神普世性的赐生命与护理，并不支持普救论。,1,,,ok,[709]
2Chr 28:3,gpt-5,v1,2Chr,28,3,3,,並且在欣嫩子谷燒香，用火焚燒他的兒女，行耶和華在以色列人面前所驅逐的外邦人那可憎的事；,"The verse’s mention of burning children in the Valley of Hinnom ties to the historical Molech worship practiced there. This atrocity (cited with 2 Chr 28:3; 33:6) is a key reason the Valley of Hinnom (Gehenna) later became the technical term for the place of final, fiery judgment (“hell”) in the New Testament.",本节所述在欣嫩子谷焚烧儿女与当地向摩洛献童祭的历史相符。正是这种可憎之事（见代下28:3；33:6），使“欣嫩子谷”（Gehenna）后来成为新约中指向最终火刑审判（“地狱”）的专称。,1,,,ok,[199]
2Cor 1:14,gpt-5,v1,2Cor,1,14,14,,正如你們已經有幾分認識我們，以我們誇口，好像我們在我們主耶穌的日子以你們誇口一樣。,"These excerpts do not address Paul’s mutual “boasting” with the Corinthians, but they do explain the phrase in the verse, “the day of the Lord Jesus.” In the NT, “the day” (the day of the Lord/Jesus Christ) is the eschatological day of judgment, closely associated with Christ’s parousia. What the OT called “the day of Yahweh” is applied to Christ in the NT, so “the day of the Lord Jesus” in 2 Cor 1:14 points to the final, definitive judgment under Christ’s authority.",这些段落未讨论保罗与哥林多人彼此“夸口”的层面，但解释了经文中的“主耶稣的日子”。新约中的“那日／主的日子”是末世性的审判之日，并与基督的再临密切相关。旧约的“耶和华的日子”在新约中被转用于基督，因此林后1:14的“主耶稣的日子”指向基督掌权的最终审判时刻。,1,,,ok,"[166, 190]"
2Cor 3:6,gpt-5,v1,2Cor,3,6,6,,他叫我們能承當這新約的執事，不是憑着字句，乃是憑着精意；因為那字句是叫人死，精意〔或作：聖靈〕是叫人活。,"Both excerpts comment on 2 Cor 3:6. They argue that “the letter” (gramma) denotes the Mosaic law as an external written code which, in the context of human sin, cannot impart life and functions condemnatorily—hence “kills.” This does not imply any intrinsic defect in the law; the inefficacy and curse arise from the collision of law with sinful flesh. By contrast, the Spirit gives life, marking the new-covenant ministry as eschatological: the present pneumatic life is a foretaste of the life of the age to come and is tied to Christ’s own life-giving Spirit.",两段材料都在阐释林后3:6。其要点是：“字句”（gramma）指摩西之律法作为外在的书面规范，在罪的处境中既无能赐生，且具有定罪的功能，因此“叫人死”。这并非律法本身有缺陷，而是由于人的罪性与律法相冲突所致。与此相对，“圣灵叫人活”，显示新约的执事属末世性的领域：当下的属灵生命是来世生命的预尝，并与基督自己所赐、赐生命的圣灵相连。,1,,,ok,"[48, 137]"
2Cor 3:18,gpt-5,v1,2Cor,3,18,18,,我們眾人既然敞着臉，得以看見主的榮光，好像從鏡子裏返照，就變成主的形狀，榮上加榮，如同從主的靈變成的。,"The passages explicitly treat 2 Corinthians 3:18 as describing an inward, spiritual transformation by the Spirit through the gospel’s illumination, not any present, bodily preformation of the resurrection body. The “glory” believers reflect/ behold is a reflection of God’s own glory and is not confined to the physical sphere; thus 3:18 does not require a doctrine that a spiritual body is now developing.",这些段落明确将林后3:18理解为一种由福音光照、借着主的灵所成就的内在属灵转变，而非现今身体的预成或复活身体的形成。信徒所“看见/返照”的“荣耀”是对神荣耀的反映，并不局限于肉身或外在层面；因此，3:18并不支持“灵性身体正在今生形成”的学说。,1,,,ok,"[185, 194]"
2Cor 4:4,gpt-5,v1,2Cor,4,4,4,,此等不信之人被這世界的神弄瞎了心眼，不叫基督榮耀福音的光照着他們。基督本是神的像。,"Vos contrasts the Holy Spirit with the spirit/rulers of this age and notes that Paul calls Satan “the god of this age” (2 Cor 4:4). The title underscores Satan’s dominion within the present aeon, in antithesis to the true God who by the Spirit illumines minds—hence Satan’s blinding of unbelievers to the light of the gospel of Christ’s glory. The verse also fits the NT two-ages schema (“this present age” as evil and transitory over against the perfect future age). Further, its focus on “the glory of Christ, who is the image of God,” aligns with Paul’s theocentric goal of the final state as the vision and communion with God in Christ.",沃斯指出，保罗在灵与“今世”的灵/执政者之间设立对比，并称撒但为“这世代的神”（林后4:4）。这个称号强调撒但在现今世代中的统治，与借着圣灵光照人心的真神形成对立，因此导致不信之人被蒙蔽，无法看见基督荣耀福音的光。同时，本节经文属于新约的“两世代”框架：现今世代是邪恶而暂时的，对比将来完美的世代。并且，林后4:4中“基督的荣耀、祂是神的像”的主题，与保罗所强调的末后的目标相合——就是在最终状态中对神与基督的直观与相交。,1,,,ok,"[141, 162, 194]"
2Cor 5:1,gpt-5,v1,2Cor,5,1,1,,我們原知道，我們這地上的帳棚若拆毀了，必得神所造，不是人手所造，在天上永存的房屋。,"2 Cor 5:1 teaches that after the “earthly tent” (our mortal body) is dissolved in death, believers will receive from God a new, supernatural, resurrection body—“a house not made with hands, eternal in the heavens.” This body is not pre-formed on earth, nor is it ordinarily received immediately at death; rather, Paul’s consistent hope is to be clothed with it at the parousia. The language “eternal” conveys not only endless duration but the quality of the consummate state, and “in/from heaven” marks the strictly supernatural, heavenly origin and pattern of this new body.",哥后5:1教导：当我们“地上的帐棚”（现今必死的身体）被拆毁时，信徒将从神那里得着新的、属天的、非人手所造的复活之身——“在天上永存的房屋”。这身体并非在地上预先形成，也通常不是人在死后立刻得着；保罗一贯的盼望是于主再来时被穿上它。经文中的“永存”不仅指无穷久长，也指成熟终局之境界的性质；“在天上/从天上”强调这新身体的严格超自然、属天的来源与样式。,1,,,ok,"[185, 194, 430]"
2Cor 5:1-5,gpt-5,v1,2Cor,5,1,5,,我們原知道，我們這地上的帳棚若拆毀了，必得神所造，不是人手所造，在天上永存的房屋。,"2 Corinthians 5:1-5 portrays the change of believers living at the parousia as being over-clothed with the heavenly body so that mortality is swallowed up by life. The imagery starts from the new, heavenly body that absorbs the old. Paul uses two figures—“putting on” and “putting on over” (endusasthai and ependusasthai)—to distinguish the resurrection of the dead from the transformation of the living, in contrast to 1 Corinthians 15 and Philippians 3 where the change starts from the old body being transformed.",林后5:1–5把主再临时活着之信徒的改变描述为“加穿”天上的身体，使必死的被生命吞灭；图像从新的天上身体出发，旧的被新的所吸收。保罗用“穿上”(endusasthai)与“加穿”(ependusasthai)区分死人复活与活人的改变，这与林前15章、腓3章从旧体被改变为新体的起点相对。,1,,,ok,[189]
2Cor 5:1-10,gpt-5,v1,2Cor,5,1,10,,我們原知道，我們這地上的帳棚若拆毀了，必得神所造，不是人手所造，在天上永存的房屋。,"The passage teaches that believers will receive their heavenly, pneumatic body at the parousia, not immediately at death, and that there is no present preformation of this body. Paul’s longing is to be “clothed upon” (transformed without dying) so as to avoid the intermediate disembodied “nakedness.” “Unclothed” denotes death and disembodiment; “clothed” denotes receiving the new body after a period of nakedness; “clothed upon” is the parousia-transformation that superimposes the new body on the old so that mortality is swallowed up by life. Variants in 5:3 do not change the overall sense: at the parousia believers will not be found naked; the ultimate destiny is embodied glory.",本段教导：信徒得着属天、属灵的身体是在基督再来之时，而非死后立刻；这身体并非今生预先形成。保罗所切望的是“加衣”（不经死而变形），以避免中间的“赤身”无身状态。“脱衣/赤身”指死亡后的灵魂无身；“穿上”指经历一段赤身后得新体；“加衣”则是在再来时，新体覆盖旧体，使必死的被生命吞灭。无论采用哪种5:3读法，要义不变：在再来之时，信徒不致赤身；终极目标是有形的荣耀状态。,1,,,ok,[185]
2Cor 5:2-4,gpt-5,v1,2Cor,5,2,4,,我們在這帳棚裏歎息，深想得那從天上來的房屋，好像穿上衣服；,"Interprets 2 Corinthians 5:2–4 as teaching that the intermediate, disembodied state is “nakedness” of the soul. Paul longs not to be unclothed but to be further clothed with the heavenly dwelling, showing he views disembodiment as relatively undesirable compared to resurrection embodiment. Nevertheless, believers in this state still enjoy blessed fellowship with Christ.",将林后5:2–4理解为：死与复活之间的“中间状态”是灵魂的“赤身”（无身体）。保罗并不愿意“脱下”，而是渴望“再穿上”天上的住处，表明他认为无身体的状态相对不理想，较之复活得着身体为逊色；但信徒在该状态中仍与基督相交，享有真实的福分。,1,,,ok,[198]
2Cor 5:5,gpt-5,v1,2Cor,5,5,5,,為此，培植我們的就是神，他又賜給我們聖靈作憑據〔原文作質〕。,"2 Corinthians 5:5 teaches that God has prepared believers for the eternal, heavenly state and has given the Holy Spirit as the arrabōn (earnest/down payment). The phrase “of the Spirit” means the pledge consists in the Spirit Himself. Like the “firstfruits of the Spirit” (Rom 8:23), this shows the present gift is a preliminary installment guaranteeing future fullness. The Spirit’s proper sphere is the world to come and even constitutes the substance of that life; His present indwelling anticipates and prophesies His own eschatological operation. Thus 2 Cor 5:5 is a directly eschatological passage where the present Spirit anticipates the future Spirit-life.",林后5:5表明：神为信徒预备了将来的永恒状态，并赐下圣灵作“质/凭据”（arrabōn）。“圣灵的凭据”意指凭据就是圣灵本身；如同“圣灵的初熟果子”（罗8:23），说明现今的赐下只是将来丰满的预支与保证。圣灵真正的领域是来世，甚至构成来世生命的本质；祂现今的内住，是对自己末世作为的预尝与预告。因此，林后5:5是直接的末世论经文：现今的圣灵预示并预尝将来的圣灵生命。,1,,,ok,"[127, 137]"
2Cor 5:6-8,gpt-5,v1,2Cor,5,6,8,,所以，我們時常坦然無懼，並且曉得我們住在身內，便與主相離。,"The excerpt uses 2 Corinthians 5:6–8 (along with Luke 23:43; Philippians 1:23; Revelation 6:9; 7:9; 15:2) to argue that believers, when absent from the body, are with the Lord, not confined in Hades. It rejects the theory that Hades is the undifferentiated provisional abode of all the dead. Passages about resurrection (e.g., 1 Thess 4:16; 1 Cor 15:23) concern the body/grave, not a gathering-place for all souls.",该段以林后5:6–8（并列路23:43、腓1:23、启6:9等）说明：信徒一旦离开身体，就与主同在，而非被关在阴间（Hades）。因此否定“所有死者都暂时同处于未分化的阴间”的观点；而有关复活的经文（如帖前4:16、林前15:23）谈的是身体/坟墓，不是灵魂的所在地。,1,,,ok,[200]
2Cor 5:7,gpt-5,v1,2Cor,5,7,7,,因我們行事為人是憑着信心，不是憑着眼見。,"The verse’s contrast of “faith” versus “sight” reflects Paul’s eschatological two-age framework. Faith belongs to the heavenly, Spirit-inaugurated realm that began with Christ’s death and resurrection; sight belongs to the earthly order. Believers are anchored in the heavenly world where the risen Christ reigns, so they live by faith amid two coexisting, conflicted spheres until the final consummation. This is not abstract Greek dualism but a historical-redemptive, eschatological distinction (pneuma vs sarx) produced by God’s saving action.",本节“凭信心，不凭眼见”的对立，源自保罗的两世代末世论：因基督的死与复活，属天、属灵的现实已被开启并与属地秩序并存相争。信徒属天、以复活之基督为中心，因此在现今未终局之时以“信心”而活，而非按可见的属地现实而活。这并非抽象的希腊式二元，而是由神救赎历史所造成的末世性区分（灵/肉）。,1,,,ok,[139]
2Cor 5:10,gpt-5,v1,2Cor,5,10,10,,因為我們眾人必要在基督臺前顯露出來，叫各人按着本身所行的，或善或惡受報。,"These excerpts treat 2 Corinthians 5:10 as teaching that Christ Himself presides over the final, public judgment at His parousia; all people will appear and be judged according to their works, including believers. This last judgment does not contradict justification because it publicly reveals and evaluates works for God’s vindication and for gracious reward; some works may be disapproved though the person is saved. The phrase “done in the body” confines the basis of judgment to deeds performed during earthly, embodied life, not to anything from the intermediate state.",这些段落将林后5:10理解为：基督在再临时主持最终且公开的审判；所有人都要显露，并按各人“所行”受审，包括信徒。末日审判并不与称义矛盾，因为它在“世界法庭”公开显明并检验人的行为，为神申义，也关乎恩典中的赏赐；行为可能受责，但人仍可得救。“在身上所行的”限定审判根据的是今生肉身中的所作所为，而非中间状态中的任何表现。,1,,,ok,"[190, 191, 192]"
2Cor 5:14-15,gpt-5,v1,2Cor,5,14,15,,原來基督的愛激勵我們；因我們想，一人既替眾人死，眾人就都死了；,"The excerpt briefly cites 2 Corinthians 5:14–15 (along with vv. 19–21) to assert that Scripture teaches the necessity of Christ’s atoning death for sins; therefore, narratives like Luke 15 that omit sacrificial language must not be used to deny this doctrine. It models the hermeneutical principle of interpreting Scripture with Scripture rather than setting passages against each other.",该段将林后5:14–15（并及5:19–21）作为证据，指出圣经教导基督为罪而死的赎罪之必要性；因此不可因路加福音15章未提献祭就否认赎罪教义。并强调诠释原则：以经解经，不可将经文彼此对立。,1,,,ok,"[299, 402]"
2Cor 5:17,gpt-5,v1,2Cor,5,17,17,,若有人在基督裏，他就是新造的人，舊事已過，都變成新的了。,"These excerpts interpret “new creation” (kainē ktisis) in 2 Corinthians 5:17 as an eschatological reality. The believer’s present renewal is the inaugurated beginning of the cosmic world‑renewal that will culminate at the end. The Spirit given by the risen Christ brings the life of the age to come into the present, so that life “in Christ” and “in the Spirit” anticipates the future. The adjective “new” carries a semi‑technical eschatological sense and links this verse with the broader promise of a renewed creation (new heavens and new earth).",这些段落将林后5:17的“新造的人/新创造（kainē ktisis）”解释为一种末世性现实：信徒当下的更新就是将来在终末达至高峰之“世界更新”的开端。复活之基督所赐的圣灵把“来世的生命”预先带入现在，使“在基督里/在圣灵里”的生命成为对未来的预尝与预示。“新”一词带有半技术性的末世含义，并把本节与“新天新地”的广义应许与宇宙性更新相连。,1,,,ok,"[119, 137, 218]"
2Cor 5:18,gpt-5,v1,2Cor,5,18,18,,一切都是出於神；他藉着基督使我們與他和好，又將勸人與他和好的職分賜給我們。,"The passage argues that in 2 Corinthians 5:18–19 Paul presents reconciliation as an objective, once-for-all act of God accomplished through Christ prior to the preaching of the message. The aorist participle (“who did reconcile us”) and its coordination with “who did give us the ministry of the reconciliation” show that reconciliation is a completed divine act that precedes Paul’s commission. “The ministry of the reconciliation” means proclaiming an already-accomplished reconciliation, not producing a subjective change in hearers. Verse 19 (“God was in Christ reconciling the world”) likewise cannot mean merely attempting or laying a basis; the periphrastic form stresses God as the effective agent. This rejects views that reduce reconciliation to a change in human disposition.",本文主张，林后5:18–19把“和好”描绘为神在基督里一次成就、客观完成的作为，早于福音信息临到罪人。第18节中“使我们与他和好”的不定过去分词与“又将劝人与他和好的职分赐给我们”并列，表明和好是已成之工，并先于保罗所受的托付。“劝人与神和好的职分”是宣告“这已成就的和好”，而非促成听众主观心态的改变。第19节“神在基督里叫世人与自己和好”也不是“努力去和好”或“仅奠定基础”，其绕述式用法强调真正施行和好的乃是神自己。因此，否定将“和好”主观化、仅视为人心态改变的解释。,1,,,ok,[514]
2Cor 5:21,gpt-5,v1,2Cor,5,21,21,,神使那無罪〔無罪：原文作不知罪〕的，替我們成為罪，好叫我們在他裏面成為神的義。,"The excerpts affirm that 2 Corinthians 5:21 teaches penal substitution: the sinless Christ is made “sin” for us in full identity with the penalty due to sinners (parallel to becoming “a curse” in Gal 3:13). The use of a substantive (“sin/curse”) underscores this identification with punishment. They contend that “the righteousness of God” in this verse is not merely a gracious divine attribute but an objective, forensic righteousness granted to believers, standing over against the curse Christ bore. Efforts to treat substitution here as secondary are rejected.",这些段落认定林后5:21教导“代罚性代赎”：无罪的基督“替我们成为罪”，与加3:13“为我们成了咒诅”相平行，显示他完全认同并承担了我们该受的刑罚；经文使用名词（“罪/咒诅”）强调这种与刑罚的认同。文中主张本节的“神的义”并非单指神的恩慈属性，而是神客观、法庭性地归算给信徒的义，并且与基督所承担的“咒诅”相对。作者反对将此处的“代替”贬为次要或相对的说法。,1,,,ok,"[519, 715, 719, 722]"
2Cor 6:18,gpt-5,v1,2Cor,6,18,18,,我要作你們的父；你們要作我的兒女。這是全能的主說的。,"The paragraph notes that the Greek term pantokrator (“Almighty”) occurs in 2 Corinthians 6:18. It explains that pantokrator conveys not only God’s power but also His authority and sovereignty. The term is used elsewhere (especially in Revelation and the Septuagint), often translating divine names like Yahweh Sabaoth and El Shaddai, underscoring God’s supreme might.",该段指出：哥林多后书6:18中出现了希腊词“pantokrator”（全能者/全能的主）。该词不仅强调神的大能，也强调祂的权柄与主权。在启示录及七十士译本中亦常见，常对应“万军之耶和华”和“全能的神”等神名，凸显神至高无上的能力与王权。,1,,,ok,[440]
